date,browser,visits
2019-11-17,Opera Mini,56640
2019-11-17,UC Browser,42059
2019-11-17,YaBrowser,11135
2019-11-17,Mercari_d,10473
2019-11-17,Mozilla Compatible Agent,8563
2019-11-17,Android Browser,7586
2019-11-17,Coc Coc,4874
2019-11-17,ThousandEyes,2014
2019-11-17,Puffin,1820
2019-11-17,Playstation 4,1274
2019-11-17,SeaMonkey,1151
2019-11-17,Amazon.com,1133
2019-11-17,Mozilla,1074
2019-11-17,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,1045
2019-11-17,BlackBerry,1041
2019-11-17,Maxthon,803
2019-11-17,IRS - TRG19-01Loeim,576
2019-11-17,United States Postal Service - TRG19-01Loeim,576
2019-11-17,Carousel,547
2019-11-17,DoximityWebView,421
2019-11-17,Papers,411
2019-11-17,MagentaNews,403
2019-11-17,candroid,360
2019-11-17,[FBAN,323
2019-11-17,CyberCycloneBot,312
2019-11-17,StatusCake_Pagespeed_Indev,243
2019-11-17,ZhihuHybrid DefaultBrowser osee2unifiedRelease,190
2019-11-17,Netscape,160
2019-11-17,fuelbot,153
2019-11-17,MRCHROME,143
2019-11-17,[object Promise] delve.ai website analyse,136
2019-11-17,Iron,133
2019-11-17,BestBuy,129
2019-11-17,UCWEB,122
2019-11-17,Nintendo Browser,118
2019-11-17,LeapPadUltimate,96
2019-11-17,Playstation 3,91
2019-11-17,osee2unifiedRelease,85
2019-11-17,Seznam,66
2019-11-17,Google-Test2,61
2019-11-17,Nokia Browser,54
2019-11-17,"""Mozilla",52
2019-11-17,com.airfind.deltabrowser,48
2019-11-17,Emb,46
2019-11-17,Playstation Vita Browser,45
2019-11-17,Uzbl,45
2019-11-17,unknown BingWeb,44
2019-11-17,Sephora 19.8,43
2019-11-17,LeapPad3Explorer,42
2019-11-17,AdobeAIR,39
2019-11-17,snapchat.com,38
2019-11-17,ulta-app-ios,38
2019-11-17,pa11y,35
2019-11-17,LeapPadPlatinum,34
2019-11-17,iPhone,32
2019-11-17,Mozilla\,31
2019-11-17,Infowars Android,30
2019-11-17,(not set),27
2019-11-17,+Simple Browser,26
2019-11-17,DDG-Android-3.1.0,26
2019-11-17,Nintendo 3DS Browser,26
2019-11-17,NetFront,21
2019-11-17,Mobile IOS 9.0.1.1; Mozilla,19
2019-11-17,YE,19
2019-11-17,Android Runtime,17
2019-11-17,MUDV4,17
2019-11-17,get-view:subscriber-info.get-view:subscriber-info-re-u-s-ogr.pldFcolpr&[MnSIsdN],17
2019-11-17,com.seekingalpha.webwrapper,16
2019-11-17,IE with Chrome Frame,15
2019-11-17,Lunascape,15
2019-11-17,Bluebeam Revu Browser - cef version: 57.0.0.0,14
2019-11-17,NE3,14
2019-11-17,LiveSlides,12
2019-11-17,Sephora 19.7,12
2019-11-17,WebPageImager,11
2019-11-18,Chrome,24373805
2019-11-18,Safari,12660943
2019-11-18,Internet Explorer,3633256
2019-11-18,Edge,2191429
2019-11-18,Firefox,1980818
2019-11-18,Samsung Internet,1011998
2019-11-18,Safari (in-app),345561
2019-11-18,Android Webview,320869
2019-11-18,Opera,146841
2019-11-18,Amazon Silk,84541
2019-11-18,Opera Mini,64999
2019-11-18,UC Browser,45574
2019-11-18,Mercari_d,25004
2019-11-18,YaBrowser,13773
2019-11-18,Mozilla Compatible Agent,12184
2019-11-18,Android Browser,8467
2019-11-18,Coc Coc,5749
2019-11-18,Puffin,2341
2019-11-18,Mozilla,2133
2019-11-18,ThousandEyes,2016
2019-11-18,Amazon.com,1718
2019-11-18,SeaMonkey,1638
2019-11-18,BlackBerry,1404
2019-11-18,Playstation 4,1263
2019-11-18,Maxthon,1044
2019-11-18,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,961
2019-11-18,candroid,598
2019-11-18,IRS - TRG19-01Loeim,575
2019-11-18,United States Postal Service - TRG19-01Loeim,575
2019-11-18,Carousel,561
2019-11-18,[FBAN,509
2019-11-18,MagentaNews,501
2019-11-18,Iron,396
2019-11-18,BestBuy,251
2019-11-18,Netscape,247
2019-11-18,"""Mozilla",245
2019-11-18,StatusCake_Pagespeed_Indev,245
2019-11-18,Papers,225
2019-11-18,fuelbot,183
2019-11-18,CyberCycloneBot,180
2019-11-18,MRCHROME,171
2019-11-18,snapchat.com,167
2019-11-18,Bluebeam Revu Browser - cef version: 57.0.0.0,155
2019-11-18,DoximityWebView,153
2019-11-18,ZhihuHybrid DefaultBrowser osee2unifiedRelease,142
2019-11-18,Sephora 19.8,124
2019-11-18,UCWEB,121
2019-11-18,Nintendo Browser,119
2019-11-18,ulta-app-ios,115
2019-11-18,Playstation 3,109
2019-11-18,[object Promise] delve.ai website analyse,103
2019-11-18,Seznam,97
2019-11-18,Emb,58
2019-11-18,com.airfind.deltabrowser,54
2019-11-18,unknown BingWeb,53
2019-11-18,osee2unifiedRelease,52
2019-11-18,Nokia Browser,51
2019-11-18,Playstation Vita Browser,49
2019-11-18,(not set),45
2019-11-18,LeapPadUltimate,44
2019-11-18,Uzbl,44
2019-11-18,LeapPad3Explorer,40
2019-11-18,AdobeAIR,36
2019-11-18,+Simple Browser,34
2019-11-18,Google-Test2,34
2019-11-18,iPhone,34
2019-11-18,NetFront,32
2019-11-18,Papers2 Thumbnail Helper,32
2019-11-18,Mozilla\,31
2019-11-18,NE3,30
2019-11-18,ulta-app-android,30
2019-11-18,IE with Chrome Frame,28
2019-11-18,com.seekingalpha.webwrapper,28
2019-11-18,pa11y,27
2019-11-18,LiveSlides,20
2019-11-18,Instagram 119.0.0.25.146,19
2019-11-18,Lunascape,19
2019-11-18,Nintendo 3DS Browser,18
2019-11-18,Android Runtime,17
2019-11-18,MUDV4,17
2019-11-18,YE,17
2019-11-18,Mobile IOS 9.0.1.1; Mozilla,16
2019-11-18,CareDroidMedications,15
2019-11-18,Sephora 19.7,15
2019-11-18,Sephora 19.7.1,14
2019-11-18,DDG-Android-3.1.0,13
2019-11-18,Outlook-iOS,13
2019-11-18,Windows NT 6.1,13
2019-11-18,DingTalkBot-LinkService,12
2019-11-18,Airbnb,11
2019-11-18,C:,11
2019-11-18,LeapPadPlatinum,11
2019-11-19,Chrome,24319967
2019-11-19,Safari,12659092
2019-11-19,Internet Explorer,3603701
2019-11-19,Edge,2140852
2019-11-19,Firefox,1972190
2019-11-19,Samsung Internet,1011927
2019-11-19,Safari (in-app),385395
2019-11-19,Android Webview,347029
2019-11-19,Opera,146228
2019-11-19,Amazon Silk,82755
2019-11-19,Opera Mini,65948
2019-11-19,UC Browser,46223
2019-11-19,Mercari_d,21004
2019-11-19,YaBrowser,13056
2019-11-19,Mozilla Compatible Agent,11976
2019-11-19,Android Browser,8177
2019-11-19,Coc Coc,5135
2019-11-19,Puffin,2159
2019-11-19,Mozilla,2038
2019-11-19,ThousandEyes,2016
2019-11-19,SeaMonkey,1679
2019-11-19,Amazon.com,1379
2019-11-19,Playstation 4,1346
2019-11-19,BlackBerry,1265
2019-11-19,Maxthon,993
2019-11-19,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,751
2019-11-19,MagentaNews,578
2019-11-19,IRS - TRG19-01Loeim,576
2019-11-19,United States Postal Service - TRG19-01Loeim,576
2019-11-19,candroid,569
2019-11-19,Carousel,561
2019-11-19,Papers,523
2019-11-19,[FBAN,522
2019-11-19,Iron,500
2019-11-19,BestBuy,315
2019-11-19,Netscape,187
2019-11-19,snapchat.com,184
2019-11-19,MRCHROME,183
2019-11-19,ZhihuHybrid DefaultBrowser osee2unifiedRelease,181
2019-11-19,ulta-app-ios,181
2019-11-19,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,180
2019-11-19,Bluebeam Revu Browser - cef version: 57.0.0.0,176
2019-11-19,"""Mozilla",139
2019-11-19,Nintendo Browser,122
2019-11-19,Sephora 19.8,120
2019-11-19,StatusCake_Pagespeed_Indev,120
2019-11-19,UCWEB,114
2019-11-19,DoximityWebView,110
2019-11-19,fuelbot,107
2019-11-19,Google-Test2,94
2019-11-19,Playstation Vita Browser,82
2019-11-19,Playstation 3,81
2019-11-19,Seznam,73
2019-11-19,com.seekingalpha.webwrapper,68
2019-11-19,LeapPadUltimate,66
2019-11-19,[object Promise] delve.ai website analyse,65
2019-11-19,ulta-app-android,59
2019-11-19,CyberCycloneBot,53
2019-11-19,Uzbl,51
2019-11-19,Mozilla\,50
2019-11-19,Nokia Browser,50
2019-11-19,com.airfind.deltabrowser,50
2019-11-19,osee2unifiedRelease,46
2019-11-19,Emb,40
2019-11-19,LeapPad3Explorer,37
2019-11-19,Papers2 Thumbnail Helper,37
2019-11-19,unknown BingWeb,37
2019-11-19,AdobeAIR,36
2019-11-19,NetFront,36
2019-11-19,(not set),34
2019-11-19,+Simple Browser,31
2019-11-19,IE with Chrome Frame,28
2019-11-19,iPhone,27
2019-11-19,Airbnb,25
2019-11-19,pa11y,25
2019-11-19,Mobile IOS 9.0.1.1; Mozilla,23
2019-11-19,Nintendo 3DS Browser,23
2019-11-19,YE,23
2019-11-19,Lunascape,20
2019-11-19,LiveSlides,18
2019-11-19,MUDV4,17
2019-11-19,Android Runtime,16
2019-11-19,Box,15
2019-11-19,DDG-Android-3.1.0,15
2019-11-19,android,13
2019-11-19,Android ExpediaBookings,12
2019-11-19,Camino,12
2019-11-19,Instagram 119.0.0.25.146,12
2019-11-19,Sephora 19.7,12
2019-11-19,C:,11
2019-11-19,DingTalkBot-LinkService,11
2019-11-19,Outlook-iOS,11
2019-11-19,medical-lighter,11
2019-11-20,Chrome,24135303
2019-11-20,Safari,13065677
2019-11-20,Internet Explorer,3533983
2019-11-20,Edge,2119440
2019-11-20,Firefox,1947100
2019-11-20,Samsung Internet,1057419
2019-11-20,Safari (in-app),468609
2019-11-20,Android Webview,362129
2019-11-20,Opera,145335
2019-11-20,Amazon Silk,87135
2019-11-20,Opera Mini,65219
2019-11-20,UC Browser,46268
2019-11-20,Mercari_d,22915
2019-11-20,Mozilla Compatible Agent,12682
2019-11-20,YaBrowser,12674
2019-11-20,Android Browser,8651
2019-11-20,Coc Coc,5678
2019-11-20,Puffin,2201
2019-11-20,ThousandEyes,2016
2019-11-20,Mozilla,1859
2019-11-20,SeaMonkey,1647
2019-11-20,Playstation 4,1387
2019-11-20,BlackBerry,1321
2019-11-20,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,1190
2019-11-20,Amazon.com,1022
2019-11-20,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,1001
2019-11-20,Maxthon,907
2019-11-20,Papers,692
2019-11-20,Iron,679
2019-11-20,IRS - TRG19-01Loeim,576
2019-11-20,United States Postal Service - TRG19-01Loeim,576
2019-11-20,Carousel,547
2019-11-20,MagentaNews,543
2019-11-20,candroid,534
2019-11-20,[FBAN,515
2019-11-20,BestBuy,381
2019-11-20,Netscape,227
2019-11-20,Bluebeam Revu Browser - cef version: 57.0.0.0,178
2019-11-20,ulta-app-ios,178
2019-11-20,ZhihuHybrid DefaultBrowser osee2unifiedRelease,151
2019-11-20,MRCHROME,150
2019-11-20,[object Promise] delve.ai website analyse,146
2019-11-20,Sephora 19.8,141
2019-11-20,pa11y,140
2019-11-20,Nintendo Browser,125
2019-11-20,UCWEB,124
2019-11-20,snapchat.com,112
2019-11-20,DoximityWebView,103
2019-11-20,ulta-app-android,86
2019-11-20,Google-Test2,84
2019-11-20,Mozilla\,81
2019-11-20,"""Mozilla",79
2019-11-20,Seznam,75
2019-11-20,Playstation 3,67
2019-11-20,unknown BingWeb,61
2019-11-20,com.airfind.deltabrowser,55
2019-11-20,Emb,52
2019-11-20,CyberCycloneBot,51
2019-11-20,com.seekingalpha.webwrapper,48
2019-11-20,LeapPadUltimate,46
2019-11-20,iPhone,46
2019-11-20,Nokia Browser,45
2019-11-20,Uzbl,45
2019-11-20,(not set),42
2019-11-20,Playstation Vita Browser,39
2019-11-20,osee2unifiedRelease,39
2019-11-20,AdobeAIR,38
2019-11-20,IE with Chrome Frame,36
2019-11-20,NetFront,33
2019-11-20,Airbnb,26
2019-11-20,fuelbot,26
2019-11-20,Windows NT 6.1,24
2019-11-20,DDG-Android-3.1.0,21
2019-11-20,Mobile IOS 9.0.1.1; Mozilla,21
2019-11-20,LeapPadPlatinum,20
2019-11-20,Nintendo 3DS Browser,20
2019-11-20,LeapPad3Explorer,19
2019-11-20,+Simple Browser,16
2019-11-20,LiveSlides,16
2019-11-20,Lunascape,16
2019-11-20,MUDV4,16
2019-11-20,Outlook-iOS,15
2019-11-20,Sephora 19.7,14
2019-11-20,CareDroidMedications,13
2019-11-20,NE3,13
2019-11-20,Instagram 119.0.0.25.146,12
2019-11-20,Sephora 19.7.1,12
2019-11-20,Infowars Android,11
2019-11-20,InstaRoyal,11
2019-11-20,YE,11
2019-11-21,Chrome,23488398
2019-11-21,Safari,12844755
2019-11-21,Internet Explorer,3455070
2019-11-21,Edge,2063279
2019-11-21,Firefox,1895499
2019-11-21,Samsung Internet,1052078
2019-11-21,Safari (in-app),382418
2019-11-21,Android Webview,315047
2019-11-21,Opera,140073
2019-11-21,Amazon Silk,88282
2019-11-21,Opera Mini,62073
2019-11-21,UC Browser,45550
2019-11-21,Mercari_d,23858
2019-11-21,Mozilla Compatible Agent,12491
2019-11-21,YaBrowser,12157
2019-11-21,Android Browser,7354
2019-11-21,Coc Coc,5484
2019-11-21,Puffin,2139
2019-11-21,ThousandEyes,2013
2019-11-21,Mozilla,1834
2019-11-21,SeaMonkey,1615
2019-11-21,Playstation 4,1359
2019-11-21,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,1307
2019-11-21,BlackBerry,1303
2019-11-21,Maxthon,1015
2019-11-21,Amazon.com,998
2019-11-21,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,889
2019-11-21,Iron,596
2019-11-21,MagentaNews,584
2019-11-21,IRS - TRG19-01Loeim,576
2019-11-21,United States Postal Service - TRG19-01Loeim,576
2019-11-21,candroid,525
2019-11-21,Carousel,507
2019-11-21,[FBAN,458
2019-11-21,Papers,373
2019-11-21,BestBuy,306
2019-11-21,pa11y,279
2019-11-21,Netscape,193
2019-11-21,ulta-app-ios,162
2019-11-21,MRCHROME,144
2019-11-21,[object Promise] delve.ai website analyse,140
2019-11-21,Nintendo Browser,138
2019-11-21,Bluebeam Revu Browser - cef version: 57.0.0.0,134
2019-11-21,UCWEB,132
2019-11-21,ZhihuHybrid DefaultBrowser osee2unifiedRelease,114
2019-11-21,Sephora 19.8,107
2019-11-21,Google-Test2,93
2019-11-21,fuelbot,87
2019-11-21,DoximityWebView,85
2019-11-21,unknown BingWeb,85
2019-11-21,com.airfind.deltabrowser,83
2019-11-21,Seznam,82
2019-11-21,Playstation 3,77
2019-11-21,CyberCycloneBot,73
2019-11-21,"""Mozilla",65
2019-11-21,Emb,59
2019-11-21,Playstation Vita Browser,58
2019-11-21,AdobeAIR,53
2019-11-21,Mozilla\,51
2019-11-21,snapchat.com,51
2019-11-21,ulta-app-android,51
2019-11-21,Uzbl,49
2019-11-21,LeapPadUltimate,48
2019-11-21,IE with Chrome Frame,45
2019-11-21,osee2unifiedRelease,43
2019-11-21,iPhone,37
2019-11-21,Nokia Browser,35
2019-11-21,com.seekingalpha.webwrapper,34
2019-11-21,DDG-Android-3.1.0,32
2019-11-21,LeapPad3Explorer,31
2019-11-21,(not set),25
2019-11-21,NetFront,25
2019-11-21,Mobile IOS 9.0.1.1; Mozilla,24
2019-11-21,+Simple Browser,20
2019-11-21,NE3,20
2019-11-21,Android Runtime,19
2019-11-21,Box,17
2019-11-21,MUDV4,17
2019-11-21,Nintendo 3DS Browser,17
2019-11-21,LeapPadPlatinum,16
2019-11-21,Yewno-Open,16
2019-11-21,LiveSlides,15
2019-11-21,Lunascape,15
2019-11-21,Outlook-iOS,15
2019-11-21,Windows NT 6.1,15
2019-11-21,Airbnb,13
2019-11-21,Android ExpediaBookings,13
2019-11-21,com.doximity.doximitydroid.x,11
2019-11-22,Chrome,20145018
2019-11-22,Safari,11488604
2019-11-22,Internet Explorer,2946020
2019-11-22,Edge,1774705
2019-11-22,Firefox,1643791
2019-11-22,Samsung Internet,949306
2019-11-22,Safari (in-app),331462
2019-11-22,Android Webview,278605
2019-11-22,Opera,122563
2019-11-22,Amazon Silk,81468
2019-11-22,Opera Mini,52220
2019-11-22,UC Browser,40762
2019-11-22,Mercari_d,21504
2019-11-22,Mozilla Compatible Agent,11047
2019-11-22,YaBrowser,10288
2019-11-22,Android Browser,7765
2019-11-22,Coc Coc,4854
2019-11-22,ThousandEyes,2010
2019-11-22,Puffin,1987
2019-11-22,Mozilla,1802
2019-11-22,SeaMonkey,1484
2019-11-22,Playstation 4,1361
2019-11-22,BlackBerry,1246
2019-11-22,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,1212
2019-11-22,Amazon.com,942
2019-11-22,Maxthon,885
2019-11-22,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,872
2019-11-22,MagentaNews,586
2019-11-22,IRS - TRG19-01Loeim,576
2019-11-22,United States Postal Service - TRG19-01Loeim,576
2019-11-22,pa11y,547
2019-11-22,Iron,520
2019-11-22,Carousel,504
2019-11-22,Papers,481
2019-11-22,[FBAN,413
2019-11-22,candroid,325
2019-11-22,BestBuy,283
2019-11-22,Netscape,279
2019-11-22,fuelbot,201
2019-11-22,Nintendo Browser,157
2019-11-22,ulta-app-ios,139
2019-11-22,snapchat.com,133
2019-11-22,ZhihuHybrid DefaultBrowser osee2unifiedRelease,128
2019-11-22,MRCHROME,124
2019-11-22,"""Mozilla",111
2019-11-22,Bluebeam Revu Browser - cef version: 57.0.0.0,110
2019-11-22,UCWEB,109
2019-11-22,Google-Test2,96
2019-11-22,Playstation 3,90
2019-11-22,Mozilla\,71
2019-11-22,Sephora 19.8,67
2019-11-22,DoximityWebView,61
2019-11-22,AdobeAIR,58
2019-11-22,LeapPadUltimate,58
2019-11-22,Playstation Vita Browser,51
2019-11-22,Seznam,51
2019-11-22,osee2unifiedRelease,50
2019-11-22,Uzbl,49
2019-11-22,Nokia Browser,47
2019-11-22,com.airfind.deltabrowser,45
2019-11-22,+Simple Browser,44
2019-11-22,Emb,44
2019-11-22,ulta-app-android,40
2019-11-22,unknown BingWeb,39
2019-11-22,iPhone,34
2019-11-22,NetFront,32
2019-11-22,[object Promise] delve.ai website analyse,31
2019-11-22,(not set),27
2019-11-22,DDG-Android-3.1.0,27
2019-11-22,LeapPad3Explorer,26
2019-11-22,IE with Chrome Frame,24
2019-11-22,Mobile IOS 9.0.1.1; Mozilla,23
2019-11-22,LeapPadPlatinum,22
2019-11-22,Windows NT 6.1,22
2019-11-22,Android Runtime,18
2019-11-22,MUDV4,18
2019-11-22,LiveSlides,17
2019-11-22,Lunascape,17
2019-11-22,Box,16
2019-11-22,com.seekingalpha.webwrapper,15
2019-11-22,Airbnb,14
2019-11-22,Nintendo 3DS Browser,14
2019-11-22,YE,14
2019-11-22,NE3,13
2019-11-22,WebPageImager,12
2019-11-23,Chrome,12790642
2019-11-23,Safari,9611366
2019-11-23,Edge,1070709
2019-11-23,Firefox,988299
2019-11-23,Samsung Internet,822071
2019-11-23,Internet Explorer,741821
2019-11-23,Safari (in-app),296408
2019-11-23,Android Webview,261013
2019-11-23,Opera,103371
2019-11-23,Amazon Silk,79853
2019-11-23,Opera Mini,48664
2019-11-23,UC Browser,38699
2019-11-23,Mercari_d,16980
2019-11-23,Mozilla Compatible Agent,9252
2019-11-23,YaBrowser,9143
2019-11-23,Android Browser,6720
2019-11-23,Coc Coc,4014
2019-11-23,ThousandEyes,2004
2019-11-23,Puffin,1976
2019-11-23,Playstation 4,1374
2019-11-23,Mozilla,1357
2019-11-23,BlackBerry,1181
2019-11-23,SeaMonkey,1106
2019-11-23,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,1024
2019-11-23,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,995
2019-11-23,Amazon.com,941
2019-11-23,Maxthon,716
2019-11-23,United States Postal Service - TRG19-01Loeim,576
2019-11-23,IRS - TRG19-01Loeim,575
2019-11-23,MagentaNews,556
2019-11-23,pa11y,539
2019-11-23,Carousel,504
2019-11-23,BestBuy,323
2019-11-23,[FBAN,301
2019-11-23,Netscape,225
2019-11-23,candroid,214
2019-11-23,Papers,186
2019-11-23,Iron,168
2019-11-23,Nintendo Browser,168
2019-11-23,fuelbot,158
2019-11-23,DoximityWebView,153
2019-11-23,snapchat.com,147
2019-11-23,MRCHROME,116
2019-11-23,Playstation 3,100
2019-11-23,UCWEB,94
2019-11-23,Google-Test2,93
2019-11-23,ZhihuHybrid DefaultBrowser osee2unifiedRelease,91
2019-11-23,Sephora 19.8,90
2019-11-23,LeapPadUltimate,77
2019-11-23,ulta-app-ios,61
2019-11-23,com.airfind.deltabrowser,56
2019-11-23,Seznam,55
2019-11-23,Playstation Vita Browser,53
2019-11-23,Uzbl,48
2019-11-23,LeapPad3Explorer,44
2019-11-23,Nokia Browser,42
2019-11-23,unknown BingWeb,40
2019-11-23,Lunascape,31
2019-11-23,(not set),30
2019-11-23,LeapPadPlatinum,30
2019-11-23,osee2unifiedRelease,29
2019-11-23,NetFront,28
2019-11-23,iPhone,28
2019-11-23,+Simple Browser,27
2019-11-23,AdobeAIR,27
2019-11-23,Airbnb,26
2019-11-23,"""Mozilla",24
2019-11-23,Nintendo 3DS Browser,23
2019-11-23,com.seekingalpha.webwrapper,23
2019-11-23,DDG-Android-3.1.0,21
2019-11-23,Mobile IOS 9.0.1.1; Mozilla,21
2019-11-23,Mozilla\,21
2019-11-23,Emb,18
2019-11-23,NE3,18
2019-11-23,YE,18
2019-11-23,MUDV4,17
2019-11-23,ulta-app-android,17
2019-11-23,com.doximity.doximitydroid,12
2019-11-23,Bluebeam Revu Browser - cef version: 57.0.0.0,11
2019-11-24,Chrome,13299275
2019-11-24,Safari,8835672
2019-11-24,Edge,1147243
2019-11-24,Firefox,1026786
2019-11-24,Internet Explorer,746236
2019-11-24,Samsung Internet,682708
2019-11-24,Safari (in-app),270428
2019-11-24,Android Webview,242178
2019-11-24,Opera,107950
2019-11-24,Amazon Silk,74328
2019-11-24,Opera Mini,52953
2019-11-24,UC Browser,40705
2019-11-24,YaBrowser,10759
2019-11-24,Mozilla Compatible Agent,9605
2019-11-24,Mercari_d,9436
2019-11-24,Android Browser,6375
2019-11-24,Coc Coc,5073
2019-11-24,ThousandEyes,2013
2019-11-24,Puffin,1795
2019-11-24,Playstation 4,1266
2019-11-24,Mozilla,1202
2019-11-24,BlackBerry,1168
2019-11-24,Amazon.com,1108
2019-11-24,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,1101
2019-11-24,SeaMonkey,1098
2019-11-24,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,972
2019-11-24,Maxthon,674
2019-11-24,IRS - TRG19-01Loeim,577
2019-11-24,United States Postal Service - TRG19-01Loeim,576
2019-11-24,Carousel,540
2019-11-24,MagentaNews,534
2019-11-24,Papers,482
2019-11-24,pa11y,388
2019-11-24,candroid,356
2019-11-24,[FBAN,312
2019-11-24,Netscape,241
2019-11-24,DoximityWebView,190
2019-11-24,Nintendo Browser,159
2019-11-24,Iron,142
2019-11-24,BestBuy,139
2019-11-24,UCWEB,132
2019-11-24,MRCHROME,114
2019-11-24,snapchat.com,109
2019-11-24,ZhihuHybrid DefaultBrowser osee2unifiedRelease,101
2019-11-24,Playstation 3,96
2019-11-24,"""Mozilla",81
2019-11-24,LeapPadUltimate,76
2019-11-24,fuelbot,73
2019-11-24,[object Promise] delve.ai website analyse,65
2019-11-24,Google-Test2,54
2019-11-24,Mozilla\,47
2019-11-24,Uzbl,47
2019-11-24,Playstation Vita Browser,45
2019-11-24,Seznam,45
2019-11-24,osee2unifiedRelease,44
2019-11-24,unknown BingWeb,44
2019-11-24,com.airfind.deltabrowser,39
2019-11-24,LeapPad3Explorer,37
2019-11-24,Emb,35
2019-11-24,Nokia Browser,35
2019-11-24,iPhone,33
2019-11-24,ulta-app-ios,33
2019-11-24,NetFront,30
2019-11-24,LeapPadPlatinum,28
2019-11-24,Sephora 19.8,27
2019-11-24,NE3,24
2019-11-24,(not set),23
2019-11-24,Nintendo 3DS Browser,23
2019-11-24,com.doximity.doximitydroid,23
2019-11-24,+Simple Browser,21
2019-11-24,Windows NT 6.1,21
2019-11-24,Airbnb,19
2019-11-24,Android Runtime,17
2019-11-24,MUDV4,17
2019-11-24,IE with Chrome Frame,16
2019-11-24,Camino,14
2019-11-24,bitdiscovery,14
2019-11-24,Bluebeam Revu Browser - cef version: 57.0.0.0,13
2019-11-24,Lunascape,12
2019-11-24,Mobile IOS 9.0.1.1; Mozilla,11
2019-11-24,Outlook-iOS,11
2019-11-25,Chrome,23919804
2019-11-25,Safari,12900182
2019-11-25,Internet Explorer,3579322
2019-11-25,Edge,2152297
2019-11-25,Firefox,1974101
2019-11-25,Samsung Internet,1051895
2019-11-25,Safari (in-app),385500
2019-11-25,Android Webview,311461
2019-11-25,Opera,143581
2019-11-25,Amazon Silk,91490
2019-11-25,Opera Mini,60352
2019-11-25,UC Browser,43859
2019-11-25,Mercari_d,23090
2019-11-25,YaBrowser,12716
2019-11-25,Mozilla Compatible Agent,11943
2019-11-25,Android Browser,8210
2019-11-25,Coc Coc,6106
2019-11-25,Puffin,2088
2019-11-25,ThousandEyes,2008
2019-11-25,Amazon.com,1723
2019-11-25,SeaMonkey,1678
2019-11-25,Mozilla,1637
2019-11-25,Playstation 4,1413
2019-11-25,BlackBerry,1405
2019-11-25,Lore Document Collector 5a20b182ca368a24e6462a7ac6947051,1366
2019-11-25,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,941
2019-11-25,Maxthon,920
2019-11-25,IRS - TRG19-01Loeim,576
2019-11-25,United States Postal Service - TRG19-01Loeim,576
2019-11-25,Carousel,524
2019-11-25,candroid,465
2019-11-25,Papers,453
2019-11-25,BestBuy,450
2019-11-25,[FBAN,406
2019-11-25,Iron,373
2019-11-25,MagentaNews,366
2019-11-25,pa11y,273
2019-11-25,Nintendo Browser,177
2019-11-25,MRCHROME,153
2019-11-25,Bluebeam Revu Browser - cef version: 57.0.0.0,143
2019-11-25,UCWEB,142
2019-11-25,Sephora 19.8,121
2019-11-25,Playstation 3,112
2019-11-25,"""Mozilla",110
2019-11-25,ZhihuHybrid DefaultBrowser osee2unifiedRelease,109
2019-11-25,[object Promise] delve.ai website analyse,106
2019-11-25,fuelbot,95
2019-11-25,ulta-app-ios,85
2019-11-25,DoximityWebView,71
2019-11-25,unknown BingWeb,70
2019-11-25,com.airfind.deltabrowser,68
2019-11-25,snapchat.com,68
2019-11-25,Playstation Vita Browser,56
2019-11-25,Seznam,55
2019-11-25,LeapPadUltimate,52
2019-11-25,Mozilla\,51
2019-11-25,Emb,49
2019-11-25,Nokia Browser,48
2019-11-25,Netscape,46
2019-11-25,Uzbl,45
2019-11-25,IE with Chrome Frame,41
2019-11-25,iPhone,41
2019-11-25,osee2unifiedRelease,39
2019-11-25,+Simple Browser,38
2019-11-25,NetFront,36
2019-11-25,LeapPad3Explorer,31
2019-11-25,DingTalkBot-LinkService,28
2019-11-25,Mobile IOS 9.0.1.1; Mozilla,28
2019-11-25,Google-Test2,27
2019-11-25,(not set),26
2019-11-25,LeapPadPlatinum,25
2019-11-25,com.seekingalpha.webwrapper,23
2019-11-25,ulta-app-android,23
2019-11-25,DDG-Android-3.1.0,22
2019-11-25,Sephora 19.7,22
2019-11-25,bitdiscovery,22
2019-11-25,YE,21
2019-11-25,MUDV4,17
2019-11-25,Airbnb,16
2019-11-25,Android Runtime,15
2019-11-25,Camino,15
2019-11-25,LiveSlides,15
2019-11-25,Lunascape,15
2019-11-25,netdisk;2.2.2;pc;pc-mac;10.14.5;macbaiduyunguanjia,14
